,product,price,quantity,date,region,sales
30466,pink morsel,5.0,493,2021-01-29,east,2465.0
30467,pink morsel,5.0,419,2021-01-29,west,2095.0
30492,pink morsel,5.0,480,2021-01-30,north,2400.0
30493,pink morsel,5.0,458,2021-01-30,south,2290.0
30494,pink morsel,5.0,474,2021-01-30,east,2370.0
30495,pink morsel,5.0,433,2021-01-30,west,2165.0
30520,pink morsel,5.0,486,2021-01-31,north,2430.0
30521,pink morsel,5.0,452,2021-01-31,south,2260.0
30522,pink morsel,5.0,443,2021-01-31,east,2215.0
30523,pink morsel,5.0,429,2021-01-31,west,2145.0
30548,pink morsel,5.0,470,2021-02-01,north,2350.0
30549,pink morsel,5.0,436,2021-02-01,south,2180.0
30550,pink morsel,5.0,458,2021-02-01,east,2290.0
30551,pink morsel,5.0,423,2021-02-01,west,2115.0
30576,pink morsel,5.0,463,2021-02-02,north,2315.0
30577,pink morsel,5.0,420,2021-02-02,south,2100.0
30578,pink morsel,5.0,486,2021-02-02,east,2430.0
30579,pink morsel,5.0,443,2021-02-02,west,2215.0
30604,pink morsel,5.0,400,2021-02-03,north,2000.0
30605,pink morsel,5.0,471,2021-02-03,south,2355.0
30606,pink morsel,5.0,422,2021-02-03,east,2110.0
30607,pink morsel,5.0,448,2021-02-03,west,2240.0
30632,pink morsel,5.0,476,2021-02-04,north,2380.0
30633,pink morsel,5.0,461,2021-02-04,south,2305.0
30634,pink morsel,5.0,460,2021-02-04,east,2300.0
30635,pink morsel,5.0,424,2021-02-04,west,2120.0
30660,pink morsel,5.0,437,2021-02-05,north,2185.0
30661,pink morsel,5.0,459,2021-02-05,south,2295.0
30662,pink morsel,5.0,443,2021-02-05,east,2215.0
30663,pink morsel,5.0,410,2021-02-05,west,2050.0
30688,pink morsel,5.0,445,2021-02-06,north,2225.0
30689,pink morsel,5.0,481,2021-02-06,south,2405.0
30690,pink morsel,5.0,419,2021-02-06,east,2095.0
30691,pink morsel,5.0,440,2021-02-06,west,2200.0
30716,pink morsel,5.0,414,2021-02-07,north,2070.0
30717,pink morsel,5.0,413,2021-02-07,south,2065.0
30718,pink morsel,5.0,416,2021-02-07,east,2080.0
30719,pink morsel,5.0,402,2021-02-07,west,2010.0
30744,pink morsel,5.0,479,2021-02-08,north,2395.0
30745,pink morsel,5.0,469,2021-02-08,south,2345.0
30746,pink morsel,5.0,417,2021-02-08,east,2085.0
30747,pink morsel,5.0,450,2021-02-08,west,2250.0
30772,pink morsel,5.0,409,2021-02-09,north,2045.0
30773,pink morsel,5.0,469,2021-02-09,south,2345.0
30774,pink morsel,5.0,491,2021-02-09,east,2455.0
30775,pink morsel,5.0,452,2021-02-09,west,2260.0
30800,pink morsel,5.0,426,2021-02-10,north,2130.0
30801,pink morsel,5.0,407,2021-02-10,south,2035.0
30802,pink morsel,5.0,409,2021-02-10,east,2045.0
30803,pink morsel,5.0,429,2021-02-10,west,2145.0
30828,pink morsel,5.0,464,2021-02-11,north,2320.0
30829,pink morsel,5.0,470,2021-02-11,south,2350.0
30830,pink morsel,5.0,417,2021-02-11,east,2085.0
30831,pink morsel,5.0,432,2021-02-11,west,2160.0
30856,pink morsel,5.0,475,2021-02-12,north,2375.0
30857,pink morsel,5.0,446,2021-02-12,south,2230.0
30858,pink morsel,5.0,446,2021-02-12,east,2230.0
30859,pink morsel,5.0,426,2021-02-12,west,2130.0
30884,pink morsel,5.0,485,2021-02-13,north,2425.0
30885,pink morsel,5.0,493,2021-02-13,south,2465.0
30886,pink morsel,5.0,421,2021-02-13,east,2105.0
30887,pink morsel,5.0,497,2021-02-13,west,2485.0
30912,pink morsel,5.0,468,2021-02-14,north,2340.0
30913,pink morsel,5.0,448,2021-02-14,south,2240.0
30914,pink morsel,5.0,457,2021-02-14,east,2285.0
30915,pink morsel,5.0,475,2021-02-14,west,2375.0
30940,pink morsel,5.0,422,2021-02-15,north,2110.0
30941,pink morsel,5.0,465,2021-02-15,south,2325.0
30942,pink morsel,5.0,453,2021-02-15,east,2265.0
30943,pink morsel,5.0,435,2021-02-15,west,2175.0
30968,pink morsel,5.0,459,2021-02-16,north,2295.0
30969,pink morsel,5.0,450,2021-02-16,south,2250.0
30970,pink morsel,5.0,436,2021-02-16,east,2180.0
30971,pink morsel,5.0,493,2021-02-16,west,2465.0
30996,pink morsel,5.0,476,2021-02-17,north,2380.0
30997,pink morsel,5.0,426,2021-02-17,south,2130.0
30998,pink morsel,5.0,470,2021-02-17,east,2350.0
30999,pink morsel,5.0,494,2021-02-17,west,2470.0
31024,pink morsel,5.0,401,2021-02-18,north,2005.0
31025,pink morsel,5.0,425,2021-02-18,south,2125.0
31026,pink morsel,5.0,496,2021-02-18,east,2480.0
31027,pink morsel,5.0,448,2021-02-18,west,2240.0
31052,pink morsel,5.0,425,2021-02-19,north,2125.0
31053,pink morsel,5.0,485,2021-02-19,south,2425.0
31054,pink morsel,5.0,410,2021-02-19,east,2050.0
31055,pink morsel,5.0,409,2021-02-19,west,2045.0
31080,pink morsel,5.0,452,2021-02-20,north,2260.0
31081,pink morsel,5.0,421,2021-02-20,south,2105.0
31082,pink morsel,5.0,484,2021-02-20,east,2420.0
31083,pink morsel,5.0,480,2021-02-20,west,2400.0
31108,pink morsel,5.0,469,2021-02-21,north,2345.0
31109,pink morsel,5.0,408,2021-02-21,south,2040.0
31110,pink morsel,5.0,434,2021-02-21,east,2170.0
31111,pink morsel,5.0,489,2021-02-21,west,2445.0
31136,pink morsel,5.0,429,2021-02-22,north,2145.0
31137,pink morsel,5.0,410,2021-02-22,south,2050.0
31138,pink morsel,5.0,440,2021-02-22,east,2200.0
31139,pink morsel,5.0,428,2021-02-22,west,2140.0
31164,pink morsel,5.0,498,2021-02-23,north,2490.0
31165,pink morsel,5.0,474,2021-02-23,south,2370.0
31166,pink morsel,5.0,411,2021-02-23,east,2055.0
31167,pink morsel,5.0,476,2021-02-23,west,2380.0
31192,pink morsel,5.0,466,2021-02-24,north,2330.0
31193,pink morsel,5.0,484,2021-02-24,south,2420.0
31194,pink morsel,5.0,447,2021-02-24,east,2235.0
31195,pink morsel,5.0,409,2021-02-24,west,2045.0
31220,pink morsel,5.0,441,2021-02-25,north,2205.0
31221,pink morsel,5.0,413,2021-02-25,south,2065.0
31222,pink morsel,5.0,460,2021-02-25,east,2300.0
31223,pink morsel,5.0,407,2021-02-25,west,2035.0
31248,pink morsel,5.0,491,2021-02-26,north,2455.0
31249,pink morsel,5.0,470,2021-02-26,south,2350.0
31250,pink morsel,5.0,454,2021-02-26,east,2270.0
31251,pink morsel,5.0,463,2021-02-26,west,2315.0
31276,pink morsel,5.0,400,2021-02-27,north,2000.0
31277,pink morsel,5.0,461,2021-02-27,south,2305.0
31278,pink morsel,5.0,430,2021-02-27,east,2150.0
31279,pink morsel,5.0,461,2021-02-27,west,2305.0
31304,pink morsel,5.0,429,2021-02-28,north,2145.0
31305,pink morsel,5.0,431,2021-02-28,south,2155.0
31306,pink morsel,5.0,458,2021-02-28,east,2290.0
31307,pink morsel,5.0,431,2021-02-28,west,2155.0
31332,pink morsel,5.0,472,2021-03-01,north,2360.0
31333,pink morsel,5.0,486,2021-03-01,south,2430.0
31334,pink morsel,5.0,437,2021-03-01,east,2185.0
31335,pink morsel,5.0,449,2021-03-01,west,2245.0
31360,pink morsel,5.0,474,2021-03-02,north,2370.0
31361,pink morsel,5.0,460,2021-03-02,south,2300.0
31362,pink morsel,5.0,443,2021-03-02,east,2215.0
31363,pink morsel,5.0,445,2021-03-02,west,2225.0
31388,pink morsel,5.0,481,2021-03-03,north,2405.0
31389,pink morsel,5.0,400,2021-03-03,south,2000.0
31390,pink morsel,5.0,405,2021-03-03,east,2025.0
31391,pink morsel,5.0,476,2021-03-03,west,2380.0
31416,pink morsel,5.0,478,2021-03-04,north,2390.0
31417,pink morsel,5.0,467,2021-03-04,south,2335.0
31418,pink morsel,5.0,441,2021-03-04,east,2205.0
31419,pink morsel,5.0,407,2021-03-04,west,2035.0
31444,pink morsel,5.0,416,2021-03-05,north,2080.0
31445,pink morsel,5.0,468,2021-03-05,south,2340.0
31446,pink morsel,5.0,409,2021-03-05,east,2045.0
31447,pink morsel,5.0,401,2021-03-05,west,2005.0
31472,pink morsel,5.0,415,2021-03-06,north,2075.0
31473,pink morsel,5.0,438,2021-03-06,south,2190.0
31474,pink morsel,5.0,461,2021-03-06,east,2305.0
31475,pink morsel,5.0,438,2021-03-06,west,2190.0
31500,pink morsel,5.0,444,2021-03-07,north,2220.0
31501,pink morsel,5.0,405,2021-03-07,south,2025.0
31502,pink morsel,5.0,470,2021-03-07,east,2350.0
31503,pink morsel,5.0,485,2021-03-07,west,2425.0
31528,pink morsel,5.0,434,2021-03-08,north,2170.0
31529,pink morsel,5.0,419,2021-03-08,south,2095.0
31530,pink morsel,5.0,495,2021-03-08,east,2475.0
31531,pink morsel,5.0,479,2021-03-08,west,2395.0
31556,pink morsel,5.0,476,2021-03-09,north,2380.0
31557,pink morsel,5.0,400,2021-03-09,south,2000.0
31558,pink morsel,5.0,436,2021-03-09,east,2180.0
31559,pink morsel,5.0,473,2021-03-09,west,2365.0
31584,pink morsel,5.0,476,2021-03-10,north,2380.0
31585,pink morsel,5.0,464,2021-03-10,south,2320.0
31586,pink morsel,5.0,401,2021-03-10,east,2005.0
31587,pink morsel,5.0,454,2021-03-10,west,2270.0
31612,pink morsel,5.0,401,2021-03-11,north,2005.0
31613,pink morsel,5.0,482,2021-03-11,south,2410.0
31614,pink morsel,5.0,413,2021-03-11,east,2065.0
31615,pink morsel,5.0,434,2021-03-11,west,2170.0
31640,pink morsel,5.0,435,2021-03-12,north,2175.0
31641,pink morsel,5.0,462,2021-03-12,south,2310.0
31642,pink morsel,5.0,498,2021-03-12,east,2490.0
31643,pink morsel,5.0,480,2021-03-12,west,2400.0
31668,pink morsel,5.0,413,2021-03-13,north,2065.0
31669,pink morsel,5.0,433,2021-03-13,south,2165.0
31670,pink morsel,5.0,461,2021-03-13,east,2305.0
31671,pink morsel,5.0,420,2021-03-13,west,2100.0
31696,pink morsel,5.0,449,2021-03-14,north,2245.0
31697,pink morsel,5.0,473,2021-03-14,south,2365.0
31698,pink morsel,5.0,460,2021-03-14,east,2300.0
31699,pink morsel,5.0,468,2021-03-14,west,2340.0
31724,pink morsel,5.0,466,2021-03-15,north,2330.0
31725,pink morsel,5.0,489,2021-03-15,south,2445.0
31726,pink morsel,5.0,478,2021-03-15,east,2390.0
31727,pink morsel,5.0,442,2021-03-15,west,2210.0
31752,pink morsel,5.0,473,2021-03-16,north,2365.0
31753,pink morsel,5.0,500,2021-03-16,south,2500.0
31754,pink morsel,5.0,447,2021-03-16,east,2235.0
31755,pink morsel,5.0,496,2021-03-16,west,2480.0
31780,pink morsel,5.0,413,2021-03-17,north,2065.0
31781,pink morsel,5.0,465,2021-03-17,south,2325.0
31782,pink morsel,5.0,496,2021-03-17,east,2480.0
31783,pink morsel,5.0,453,2021-03-17,west,2265.0
31808,pink morsel,5.0,488,2021-03-18,north,2440.0
31809,pink morsel,5.0,404,2021-03-18,south,2020.0
31810,pink morsel,5.0,423,2021-03-18,east,2115.0
31811,pink morsel,5.0,415,2021-03-18,west,2075.0
31836,pink morsel,5.0,407,2021-03-19,north,2035.0
31837,pink morsel,5.0,499,2021-03-19,south,2495.0
31838,pink morsel,5.0,468,2021-03-19,east,2340.0
31839,pink morsel,5.0,444,2021-03-19,west,2220.0
31864,pink morsel,5.0,476,2021-03-20,north,2380.0
31865,pink morsel,5.0,472,2021-03-20,south,2360.0
31866,pink morsel,5.0,465,2021-03-20,east,2325.0
31867,pink morsel,5.0,468,2021-03-20,west,2340.0
31892,pink morsel,5.0,460,2021-03-21,north,2300.0
31893,pink morsel,5.0,406,2021-03-21,south,2030.0
31894,pink morsel,5.0,422,2021-03-21,east,2110.0
31895,pink morsel,5.0,498,2021-03-21,west,2490.0
31920,pink morsel,5.0,484,2021-03-22,north,2420.0
31921,pink morsel,5.0,406,2021-03-22,south,2030.0
31922,pink morsel,5.0,490,2021-03-22,east,2450.0
31923,pink morsel,5.0,463,2021-03-22,west,2315.0
31948,pink morsel,5.0,494,2021-03-23,north,2470.0
31949,pink morsel,5.0,448,2021-03-23,south,2240.0
31950,pink morsel,5.0,431,2021-03-23,east,2155.0
31951,pink morsel,5.0,401,2021-03-23,west,2005.0
31976,pink morsel,5.0,401,2021-03-24,north,2005.0
31977,pink morsel,5.0,415,2021-03-24,south,2075.0
31978,pink morsel,5.0,416,2021-03-24,east,2080.0
31979,pink morsel,5.0,479,2021-03-24,west,2395.0
32004,pink morsel,5.0,487,2021-03-25,north,2435.0
32005,pink morsel,5.0,411,2021-03-25,south,2055.0
32006,pink morsel,5.0,426,2021-03-25,east,2130.0
32007,pink morsel,5.0,473,2021-03-25,west,2365.0
32032,pink morsel,5.0,464,2021-03-26,north,2320.0
32033,pink morsel,5.0,465,2021-03-26,south,2325.0
32034,pink morsel,5.0,442,2021-03-26,east,2210.0
32035,pink morsel,5.0,445,2021-03-26,west,2225.0
32060,pink morsel,5.0,493,2021-03-27,north,2465.0
32061,pink morsel,5.0,435,2021-03-27,south,2175.0
32062,pink morsel,5.0,429,2021-03-27,east,2145.0
32063,pink morsel,5.0,417,2021-03-27,west,2085.0
32088,pink morsel,5.0,462,2021-03-28,north,2310.0
32089,pink morsel,5.0,414,2021-03-28,south,2070.0
32090,pink morsel,5.0,471,2021-03-28,east,2355.0
32091,pink morsel,5.0,482,2021-03-28,west,2410.0
32116,pink morsel,5.0,495,2021-03-29,north,2475.0
32117,pink morsel,5.0,401,2021-03-29,south,2005.0
32118,pink morsel,5.0,405,2021-03-29,east,2025.0
32119,pink morsel,5.0,453,2021-03-29,west,2265.0
32144,pink morsel,5.0,418,2021-03-30,north,2090.0
32145,pink morsel,5.0,478,2021-03-30,south,2390.0
32146,pink morsel,5.0,482,2021-03-30,east,2410.0
32147,pink morsel,5.0,407,2021-03-30,west,2035.0
32172,pink morsel,5.0,495,2021-03-31,north,2475.0
32173,pink morsel,5.0,427,2021-03-31,south,2135.0
32174,pink morsel,5.0,488,2021-03-31,east,2440.0
32175,pink morsel,5.0,421,2021-03-31,west,2105.0
32200,pink morsel,5.0,481,2021-04-01,north,2405.0
32201,pink morsel,5.0,400,2021-04-01,south,2000.0
32202,pink morsel,5.0,496,2021-04-01,east,2480.0
32203,pink morsel,5.0,499,2021-04-01,west,2495.0
32228,pink morsel,5.0,452,2021-04-02,north,2260.0
32229,pink morsel,5.0,420,2021-04-02,south,2100.0
32230,pink morsel,5.0,496,2021-04-02,east,2480.0
32231,pink morsel,5.0,465,2021-04-02,west,2325.0
32256,pink morsel,5.0,469,2021-04-03,north,2345.0
32257,pink morsel,5.0,401,2021-04-03,south,2005.0
32258,pink morsel,5.0,435,2021-04-03,east,2175.0
32259,pink morsel,5.0,466,2021-04-03,west,2330.0
32284,pink morsel,5.0,496,2021-04-04,north,2480.0
32285,pink morsel,5.0,491,2021-04-04,south,2455.0
32286,pink morsel,5.0,433,2021-04-04,east,2165.0
32287,pink morsel,5.0,471,2021-04-04,west,2355.0
32312,pink morsel,5.0,454,2021-04-05,north,2270.0
32313,pink morsel,5.0,483,2021-04-05,south,2415.0
32314,pink morsel,5.0,430,2021-04-05,east,2150.0
32315,pink morsel,5.0,443,2021-04-05,west,2215.0
32340,pink morsel,5.0,488,2021-04-06,north,2440.0
32341,pink morsel,5.0,487,2021-04-06,south,2435.0
32342,pink morsel,5.0,451,2021-04-06,east,2255.0
32343,pink morsel,5.0,452,2021-04-06,west,2260.0
32368,pink morsel,5.0,404,2021-04-07,north,2020.0
32369,pink morsel,5.0,425,2021-04-07,south,2125.0
32370,pink morsel,5.0,424,2021-04-07,east,2120.0
32371,pink morsel,5.0,414,2021-04-07,west,2070.0
32396,pink morsel,5.0,427,2021-04-08,north,2135.0
32397,pink morsel,5.0,410,2021-04-08,south,2050.0
32398,pink morsel,5.0,480,2021-04-08,east,2400.0
32399,pink morsel,5.0,408,2021-04-08,west,2040.0
32424,pink morsel,5.0,453,2021-04-09,north,2265.0
32425,pink morsel,5.0,468,2021-04-09,south,2340.0
32426,pink morsel,5.0,449,2021-04-09,east,2245.0
32427,pink morsel,5.0,490,2021-04-09,west,2450.0
32452,pink morsel,5.0,477,2021-04-10,north,2385.0
32453,pink morsel,5.0,451,2021-04-10,south,2255.0
32454,pink morsel,5.0,413,2021-04-10,east,2065.0
32455,pink morsel,5.0,459,2021-04-10,west,2295.0
32480,pink morsel,5.0,483,2021-04-11,north,2415.0
32481,pink morsel,5.0,471,2021-04-11,south,2355.0
32482,pink morsel,5.0,485,2021-04-11,east,2425.0
32483,pink morsel,5.0,430,2021-04-11,west,2150.0
32508,pink morsel,5.0,457,2021-04-12,north,2285.0
32509,pink morsel,5.0,463,2021-04-12,south,2315.0
32510,pink morsel,5.0,416,2021-04-12,east,2080.0
32511,pink morsel,5.0,461,2021-04-12,west,2305.0
32536,pink morsel,5.0,423,2021-04-13,north,2115.0
32537,pink morsel,5.0,476,2021-04-13,south,2380.0
32538,pink morsel,5.0,439,2021-04-13,east,2195.0
32539,pink morsel,5.0,465,2021-04-13,west,2325.0
32564,pink morsel,5.0,409,2021-04-14,north,2045.0
32565,pink morsel,5.0,474,2021-04-14,south,2370.0
32566,pink morsel,5.0,497,2021-04-14,east,2485.0
32567,pink morsel,5.0,417,2021-04-14,west,2085.0
32592,pink morsel,5.0,437,2021-04-15,north,2185.0
32593,pink morsel,5.0,455,2021-04-15,south,2275.0
32594,pink morsel,5.0,410,2021-04-15,east,2050.0
32595,pink morsel,5.0,464,2021-04-15,west,2320.0
32620,pink morsel,5.0,467,2021-04-16,north,2335.0
32621,pink morsel,5.0,483,2021-04-16,south,2415.0
32622,pink morsel,5.0,423,2021-04-16,east,2115.0
32623,pink morsel,5.0,476,2021-04-16,west,2380.0
32648,pink morsel,5.0,475,2021-04-17,north,2375.0
32649,pink morsel,5.0,450,2021-04-17,south,2250.0
32650,pink morsel,5.0,483,2021-04-17,east,2415.0
32651,pink morsel,5.0,479,2021-04-17,west,2395.0
32676,pink morsel,5.0,401,2021-04-18,north,2005.0
32677,pink morsel,5.0,443,2021-04-18,south,2215.0
32678,pink morsel,5.0,481,2021-04-18,east,2405.0
32679,pink morsel,5.0,453,2021-04-18,west,2265.0
32704,pink morsel,5.0,432,2021-04-19,north,2160.0
32705,pink morsel,5.0,423,2021-04-19,south,2115.0
32706,pink morsel,5.0,435,2021-04-19,east,2175.0
32707,pink morsel,5.0,484,2021-04-19,west,2420.0
32732,pink morsel,5.0,458,2021-04-20,north,2290.0
32733,pink morsel,5.0,423,2021-04-20,south,2115.0
32734,pink morsel,5.0,422,2021-04-20,east,2110.0
32735,pink morsel,5.0,479,2021-04-20,west,2395.0
32760,pink morsel,5.0,480,2021-04-21,north,2400.0
32761,pink morsel,5.0,439,2021-04-21,south,2195.0
32762,pink morsel,5.0,419,2021-04-21,east,2095.0
32763,pink morsel,5.0,466,2021-04-21,west,2330.0
32788,pink morsel,5.0,447,2021-04-22,north,2235.0
32789,pink morsel,5.0,439,2021-04-22,south,2195.0
32790,pink morsel,5.0,496,2021-04-22,east,2480.0
32791,pink morsel,5.0,454,2021-04-22,west,2270.0
32816,pink morsel,5.0,456,2021-04-23,north,2280.0
32817,pink morsel,5.0,413,2021-04-23,south,2065.0
32818,pink morsel,5.0,413,2021-04-23,east,2065.0
32819,pink morsel,5.0,452,2021-04-23,west,2260.0
32844,pink morsel,5.0,488,2021-04-24,north,2440.0
32845,pink morsel,5.0,426,2021-04-24,south,2130.0
32846,pink morsel,5.0,469,2021-04-24,east,2345.0
32847,pink morsel,5.0,404,2021-04-24,west,2020.0
32872,pink morsel,5.0,455,2021-04-25,north,2275.0
32873,pink morsel,5.0,475,2021-04-25,south,2375.0
32874,pink morsel,5.0,468,2021-04-25,east,2340.0
32875,pink morsel,5.0,460,2021-04-25,west,2300.0
32900,pink morsel,5.0,452,2021-04-26,north,2260.0
32901,pink morsel,5.0,459,2021-04-26,south,2295.0
32902,pink morsel,5.0,459,2021-04-26,east,2295.0
32903,pink morsel,5.0,423,2021-04-26,west,2115.0
32928,pink morsel,5.0,419,2021-04-27,north,2095.0
32929,pink morsel,5.0,402,2021-04-27,south,2010.0
32930,pink morsel,5.0,449,2021-04-27,east,2245.0
32931,pink morsel,5.0,449,2021-04-27,west,2245.0
32956,pink morsel,5.0,477,2021-04-28,north,2385.0
32957,pink morsel,5.0,446,2021-04-28,south,2230.0
32958,pink morsel,5.0,457,2021-04-28,east,2285.0
32959,pink morsel,5.0,423,2021-04-28,west,2115.0
32984,pink morsel,5.0,430,2021-04-29,north,2150.0
32985,pink morsel,5.0,413,2021-04-29,south,2065.0
32986,pink morsel,5.0,422,2021-04-29,east,2110.0
32987,pink morsel,5.0,435,2021-04-29,west,2175.0
33012,pink morsel,5.0,464,2021-04-30,north,2320.0
33013,pink morsel,5.0,487,2021-04-30,south,2435.0
33014,pink morsel,5.0,410,2021-04-30,east,2050.0
33015,pink morsel,5.0,433,2021-04-30,west,2165.0
33040,pink morsel,5.0,492,2021-05-01,north,2460.0
33041,pink morsel,5.0,433,2021-05-01,south,2165.0
33042,pink morsel,5.0,422,2021-05-01,east,2110.0
33043,pink morsel,5.0,464,2021-05-01,west,2320.0
33068,pink morsel,5.0,461,2021-05-02,north,2305.0
33069,pink morsel,5.0,429,2021-05-02,south,2145.0
33070,pink morsel,5.0,492,2021-05-02,east,2460.0
33071,pink morsel,5.0,452,2021-05-02,west,2260.0
33096,pink morsel,5.0,471,2021-05-03,north,2355.0
33097,pink morsel,5.0,414,2021-05-03,south,2070.0
33098,pink morsel,5.0,491,2021-05-03,east,2455.0
33099,pink morsel,5.0,418,2021-05-03,west,2090.0
33124,pink morsel,5.0,454,2021-05-04,north,2270.0
33125,pink morsel,5.0,485,2021-05-04,south,2425.0
33126,pink morsel,5.0,483,2021-05-04,east,2415.0
33127,pink morsel,5.0,413,2021-05-04,west,2065.0
33152,pink morsel,5.0,463,2021-05-05,north,2315.0
33153,pink morsel,5.0,424,2021-05-05,south,2120.0
33154,pink morsel,5.0,466,2021-05-05,east,2330.0
33155,pink morsel,5.0,459,2021-05-05,west,2295.0
33180,pink morsel,5.0,424,2021-05-06,north,2120.0
33181,pink morsel,5.0,410,2021-05-06,south,2050.0
33182,pink morsel,5.0,428,2021-05-06,east,2140.0
33183,pink morsel,5.0,446,2021-05-06,west,2230.0
33208,pink morsel,5.0,418,2021-05-07,north,2090.0
33209,pink morsel,5.0,467,2021-05-07,south,2335.0
33210,pink morsel,5.0,425,2021-05-07,east,2125.0
33211,pink morsel,5.0,476,2021-05-07,west,2380.0
33236,pink morsel,5.0,418,2021-05-08,north,2090.0
33237,pink morsel,5.0,498,2021-05-08,south,2490.0
33238,pink morsel,5.0,440,2021-05-08,east,2200.0
33239,pink morsel,5.0,409,2021-05-08,west,2045.0
33264,pink morsel,5.0,428,2021-05-09,north,2140.0
33265,pink morsel,5.0,423,2021-05-09,south,2115.0
33266,pink morsel,5.0,409,2021-05-09,east,2045.0
33267,pink morsel,5.0,477,2021-05-09,west,2385.0
33292,pink morsel,5.0,450,2021-05-10,north,2250.0
33293,pink morsel,5.0,465,2021-05-10,south,2325.0
33294,pink morsel,5.0,465,2021-05-10,east,2325.0
33295,pink morsel,5.0,480,2021-05-10,west,2400.0
33320,pink morsel,5.0,424,2021-05-11,north,2120.0
33321,pink morsel,5.0,433,2021-05-11,south,2165.0
33322,pink morsel,5.0,435,2021-05-11,east,2175.0
33323,pink morsel,5.0,438,2021-05-11,west,2190.0
33348,pink morsel,5.0,431,2021-05-12,north,2155.0
33349,pink morsel,5.0,465,2021-05-12,south,2325.0
33350,pink morsel,5.0,405,2021-05-12,east,2025.0
33351,pink morsel,5.0,491,2021-05-12,west,2455.0
33376,pink morsel,5.0,466,2021-05-13,north,2330.0
33377,pink morsel,5.0,442,2021-05-13,south,2210.0
33378,pink morsel,5.0,402,2021-05-13,east,2010.0
33379,pink morsel,5.0,464,2021-05-13,west,2320.0
33404,pink morsel,5.0,427,2021-05-14,north,2135.0
33405,pink morsel,5.0,500,2021-05-14,south,2500.0
33406,pink morsel,5.0,428,2021-05-14,east,2140.0
33407,pink morsel,5.0,438,2021-05-14,west,2190.0
33432,pink morsel,5.0,448,2021-05-15,north,2240.0
33433,pink morsel,5.0,436,2021-05-15,south,2180.0
33434,pink morsel,5.0,404,2021-05-15,east,2020.0
33435,pink morsel,5.0,478,2021-05-15,west,2390.0
33460,pink morsel,5.0,475,2021-05-16,north,2375.0
33461,pink morsel,5.0,410,2021-05-16,south,2050.0
33462,pink morsel,5.0,416,2021-05-16,east,2080.0
33463,pink morsel,5.0,411,2021-05-16,west,2055.0
33488,pink morsel,5.0,404,2021-05-17,north,2020.0
33489,pink morsel,5.0,494,2021-05-17,south,2470.0
33490,pink morsel,5.0,444,2021-05-17,east,2220.0
33491,pink morsel,5.0,451,2021-05-17,west,2255.0
33516,pink morsel,5.0,437,2021-05-18,north,2185.0
33517,pink morsel,5.0,491,2021-05-18,south,2455.0
33518,pink morsel,5.0,454,2021-05-18,east,2270.0
33519,pink morsel,5.0,483,2021-05-18,west,2415.0
33544,pink morsel,5.0,480,2021-05-19,north,2400.0
33545,pink morsel,5.0,460,2021-05-19,south,2300.0
33546,pink morsel,5.0,435,2021-05-19,east,2175.0
33547,pink morsel,5.0,404,2021-05-19,west,2020.0
33572,pink morsel,5.0,439,2021-05-20,north,2195.0
33573,pink morsel,5.0,410,2021-05-20,south,2050.0
33574,pink morsel,5.0,411,2021-05-20,east,2055.0
33575,pink morsel,5.0,460,2021-05-20,west,2300.0
33600,pink morsel,5.0,496,2021-05-21,north,2480.0
33601,pink morsel,5.0,448,2021-05-21,south,2240.0
33602,pink morsel,5.0,405,2021-05-21,east,2025.0
33603,pink morsel,5.0,496,2021-05-21,west,2480.0
33628,pink morsel,5.0,486,2021-05-22,north,2430.0
33629,pink morsel,5.0,420,2021-05-22,south,2100.0
33630,pink morsel,5.0,484,2021-05-22,east,2420.0
33631,pink morsel,5.0,482,2021-05-22,west,2410.0
33656,pink morsel,5.0,431,2021-05-23,north,2155.0
33657,pink morsel,5.0,469,2021-05-23,south,2345.0
33658,pink morsel,5.0,409,2021-05-23,east,2045.0
33659,pink morsel,5.0,448,2021-05-23,west,2240.0
33684,pink morsel,5.0,478,2021-05-24,north,2390.0
33685,pink morsel,5.0,442,2021-05-24,south,2210.0
33686,pink morsel,5.0,421,2021-05-24,east,2105.0
33687,pink morsel,5.0,415,2021-05-24,west,2075.0
33712,pink morsel,5.0,404,2021-05-25,north,2020.0
33713,pink morsel,5.0,421,2021-05-25,south,2105.0
33714,pink morsel,5.0,459,2021-05-25,east,2295.0
33715,pink morsel,5.0,401,2021-05-25,west,2005.0
33740,pink morsel,5.0,495,2021-05-26,north,2475.0
33741,pink morsel,5.0,442,2021-05-26,south,2210.0
33742,pink morsel,5.0,408,2021-05-26,east,2040.0
33743,pink morsel,5.0,417,2021-05-26,west,2085.0
33768,pink morsel,5.0,416,2021-05-27,north,2080.0
33769,pink morsel,5.0,452,2021-05-27,south,2260.0
33770,pink morsel,5.0,469,2021-05-27,east,2345.0
33771,pink morsel,5.0,432,2021-05-27,west,2160.0
33796,pink morsel,5.0,441,2021-05-28,north,2205.0
33797,pink morsel,5.0,411,2021-05-28,south,2055.0
33798,pink morsel,5.0,456,2021-05-28,east,2280.0
33799,pink morsel,5.0,441,2021-05-28,west,2205.0
33824,pink morsel,5.0,430,2021-05-29,north,2150.0
33825,pink morsel,5.0,490,2021-05-29,south,2450.0
33826,pink morsel,5.0,401,2021-05-29,east,2005.0
33827,pink morsel,5.0,423,2021-05-29,west,2115.0
